run,method,brier_before,brier_after,brier_improvement,mean_variance_before,mean_variance_after,delta_mean_variance,mean_conflict_before,mean_conflict_after,delta_mean_conflict,moran_i_before,moran_i_after,delta_moran_i,n_HH_before,n_HH_after,delta_n_HH,ambiguity_before,ambiguity_after,disagreement_rate_before,disagreement_rate_after,discrepancy_before,discrepancy_after,jaccard_HH_before_after,n_components_before,n_components_after,max_component_size_before,max_component_size_after,dataset
seed=1,isotonic,0.08740838339931373,0.08769566447997608,-0.00028728108066235214,0.0013062345471514846,0.0013545014638789124,4.8266916727427844e-05,0.01674685228784932,0.017844201044119153,0.001097348756269833,0.09485622260204357,0.10825578876827087,0.013399566166227297,396,483,87,0.09791382617661634,0.0995965397474487,0.14232708909134337,0.16972771010338827,0.05461649923745174,0.04308844812429254,0.6010928961748634,2,2,292,358,adult
seed=2,isotonic,0.08791947314989682,0.08803051647074892,-0.0001110433208521,0.0014744379020901403,0.001535807207197126,6.13693051069856e-05,0.01800798444057734,0.018081686968983518,7.370252840617833e-05,0.07923380700151447,0.08607657027035061,0.006842763268836136,384,396,12,0.10148248544651951,0.10301301434519218,0.15116252089944382,0.1676005732418876,0.06162973730335732,0.05036308477678606,0.6182572614107884,1,1,371,386,adult
seed=3,isotonic,0.08996289625388527,0.08996610695732549,-3.210703440212348e-06,0.0015871351217670961,0.0016197195387023945,3.258441693529835e-05,0.019060292762821167,0.020927423482444467,0.0018671307196233,0.09465204447044293,0.10265056490767696,0.007998520437234036,347,384,37,0.10093221440509077,0.10337854468809582,0.15934281912171153,0.1831487357969086,0.05675004211638693,0.04817072870707228,0.6921296296296297,2,2,202,230,adult
seed=4,isotonic,0.08886449151827921,0.08881103589999928,5.345561827993506e-05,0.0014332442868130342,0.0015109135682339267,7.76692814208925e-05,0.018134916572832428,0.018790050158665167,0.0006551335858327387,0.06647740275039266,0.07491249517120648,0.00843509242081382,339,381,42,0.09902719966463741,0.1021800088787582,0.1504425563858464,0.17335790084280206,0.053568434822244895,0.04599386079487585,0.7777777777777778,2,2,198,244,adult
seed=5,isotonic,0.08890474385379449,0.08899819701766971,-9.345316387522618e-05,0.001453907975979589,0.0015440489100665567,9.014093408696777e-05,0.017500255911556968,0.019551642952195723,0.0020513870406387545,0.06745022355582325,0.07759217459897833,0.010141951043155073,281,329,48,0.09529980150643008,0.10142272488444001,0.1449452349268093,0.17253591292182754,0.04569443866020833,0.04130319348624784,0.6897506925207756,2,2,211,256,adult
seed=6,isotonic,0.08816614592333236,0.08813228347675828,3.3862446574078886e-05,0.0011499394786707163,0.0014229822915398553,0.000273042812869139,0.01635786672126113,0.016509366362984952,0.00015149964172382277,0.055704391921704594,0.06466905793112848,0.008964666009423888,216,246,30,0.08483971804952219,0.09278559855305359,0.12750912751219845,0.16126625038386735,0.04811451353753768,0.04283298316462802,0.5714285714285714,3,2,117,166,adult
seed=7,isotonic,0.08793897769359885,0.0880367316188011,-9.775392520225412e-05,0.001443741884722558,0.0016135166494216566,0.00016977476469909867,0.01798341693110861,0.01911352236667008,0.0011301054355614716,0.09296591035352889,0.10412301857270133,0.011157108219172443,463,515,52,0.10422118972027491,0.10765572805385164,0.1507629576551677,0.17653222779540725,0.06254363483170225,0.05215165112027364,0.6464646464646465,3,3,350,441,adult
seed=8,isotonic,0.08825210927315767,0.08816611055168906,8.599872146861087e-05,0.0012777114929427122,0.0014317364728716855,0.00015402497992897325,0.016038489098167675,0.018147200327566792,0.002108711229399117,0.03617807183746849,0.041147469044194786,0.004969397206726296,81,87,6,0.08588559504836721,0.09546639227449907,0.12242877128331116,0.16297915173849253,0.04392637660194252,0.04147715198544377,0.7684210526315789,3,3,44,53,adult
seed=9,isotonic,0.08945314289272083,0.08938277540759682,7.036748512401214e-05,0.0012437372844397519,0.0013967642538485182,0.00015302696940876627,0.01577643566383458,0.017225918722489506,0.001449483058654926,0.0685876405066112,0.07898466916430096,0.010397028657689752,253,269,16,0.09646143768735908,0.10062878335520455,0.13572764186030642,0.16185860033439112,0.053630191661184025,0.04685340893063802,0.6466876971608833,3,4,127,179,adult
seed=0,platt,0.21301402985920873,0.21225137743200342,0.0007626524272053015,0.0008409453700273324,0.0006112917682295996,-0.00022965360179773276,0.025668745668745673,0.025696465696465696,2.7720027720022633e-05,0.14050277401062752,0.11179636284999792,-0.028706411160629608,47,34,-13,0.10718960599373122,0.08685525790048046,0.16387618387618388,0.1089050589050589,0.054082486680388474,0.04610692287977355,0.62,1,1,45,31,compas
seed=1,platt,0.2086408527924163,0.208630248476816,1.060431560029329e-05,0.0015244596052015832,0.0014275359252992142,-9.692367990236906e-05,0.037560637560637565,0.038004158004158003,0.00044352044352043846,0.21142516494519878,0.23383530871099378,0.022410143765795004,135,133,-2,0.11976543188638392,0.11006703207674114,0.2667775467775468,0.2413097713097713,0.0704699677068065,0.0665244179195927,0.6441717791411042,8,8,31,29,compas
seed=2,platt,0.20450120587159756,0.2048140222661141,-0.0003128163945165241,0.0008408913254369985,0.00048773325513115493,-0.00035315807030584357,0.025474705474705477,0.024421344421344422,-0.0010533610533610543,0.20579980860843525,0.12904905750009732,-0.07675075110833793,52,24,-28,0.10453288840159287,0.0791990722307909,0.16975051975051975,0.08521829521829521,0.05847765519513531,0.045230367928456514,0.35714285714285715,3,2,35,16,compas
seed=3,platt,0.20811331184837506,0.2076905951898425,0.00042271665853255147,0.0011452230709241551,0.0007797081754657441,-0.00036551489545841103,0.04501732501732502,0.03453915453915454,-0.010478170478170477,0.3604996255687607,0.31449663821355217,-0.046002987355208524,169,129,-40,0.12906241202535118,0.10197473618892719,0.28635481635481635,0.1867890967890968,0.06374077221422318,0.055928974587361686,0.35454545454545455,5,5,44,64,compas
seed=4,platt,0.20113354270971112,0.20143647627815942,-0.00030293356844829367,0.0014160377490167232,0.0008746940784954604,-0.0005413436705212628,0.03221067221067221,0.03099099099099099,-0.0012196812196812214,0.11009710577604725,0.09596702078025166,-0.0141300849957956,20,7,-13,0.14079265603103408,0.10332344167293883,0.27675675675675676,0.1682674982674983,0.07212774717300492,0.0540187730304305,0.2857142857142857,2,0,9,0,compas
seed=5,platt,0.20838615707100752,0.20820872598681364,0.00017743108419387976,0.0012954758779251641,0.0010438665299064276,-0.0002516093480187365,0.034455994455994454,0.03426195426195426,-0.00019404019404019313,0.14054512271984654,0.12665692149188412,-0.013888201227962416,49,51,2,0.12131398845164884,0.10121432479034806,0.23800646800646802,0.18383229383229382,0.0592984184963924,0.05294259384666772,0.4084507042253521,3,4,27,16,compas
seed=6,platt,0.20726448383023857,0.20734233617620795,-7.78523459693814e-05,0.0014550619103630093,0.0011499483142144206,-0.0003051135961485887,0.035287595287595286,0.03531531531531531,2.7720027720022633e-05,0.17500495208159222,0.2029427694172125,0.027937817335620285,97,131,34,0.13111174786725996,0.11213230038075134,0.2802725802725803,0.20996072996072998,0.06605758403454298,0.06301367134540788,0.4430379746835443,6,6,31,42,compas
seed=7,platt,0.21256943170669557,0.21256939186930943,3.9837386139884856e-08,0.0017252316918558433,0.0012050705265677685,-0.0005201611652880748,0.043076923076923075,0.045155925155925154,0.002079002079002079,0.21507824941931467,0.22056673819456488,0.005488488775250211,129,124,-5,0.14242534996941983,0.11373708988318687,0.3369276969276969,0.23045969045969045,0.07558326854067013,0.05705292356305828,0.47953216374269003,5,4,58,60,compas
seed=8,platt,0.2041591887472091,0.20385890171561388,0.00030028703159520886,0.0016416050283828095,0.0013815838498647658,-0.0002600211785180437,0.04352044352044352,0.038198198198198204,-0.005322245322245317,0.29166873546932315,0.257975359856964,-0.03369337561235913,146,138,-8,0.13396782940827576,0.11821418431556678,0.32772695772695776,0.2711711711711712,0.07259815851144448,0.0695102185267456,0.5865921787709497,3,7,101,35,compas
seed=9,platt,0.21098304237168286,0.21115140034261876,-0.0001683579709358951,0.001196447410750343,0.0008838073210090227,-0.0003126400897413204,0.03212751212751213,0.029826749826749824,-0.0023007623007623053,0.14216891995910616,0.13146914548266847,-0.01069977447643769,23,12,-11,0.11897501767990525,0.09490963353683987,0.20586509586509585,0.1417994917994918,0.05859955766149757,0.053505028117038854,0.5217391304347826,2,1,15,10,compas
seed=0,isotonic,0.21301402985920873,0.21386342331784844,-0.0008493934586397134,0.0008409453700273324,0.0014341795298960648,0.0005932341598687324,0.025668745668745673,0.0357033957033957,0.010034650034650028,0.14050277401062752,0.1886715946260632,0.048168820615435676,47,81,34,0.10718960599373122,0.13196559111854692,0.16387618387618388,0.26335643335643333,0.054082486680388474,0.0580964982032667,0.5058823529411764,1,1,45,80,compas
seed=1,isotonic,0.2086408527924163,0.20984893680352745,-0.0012080840111111657,0.0015244596052015832,0.002279817031925048,0.0007553574267234648,0.037560637560637565,0.037366597366597365,-0.00019404019404020006,0.21142516494519878,0.13960259561785326,-0.07182256932734551,135,40,-95,0.11976543188638392,0.1579648081066646,0.2667775467775468,0.3718064218064218,0.0704699677068065,0.07439254532343963,0.20689655172413793,8,4,31,12,compas
seed=2,isotonic,0.20450120587159756,0.2047649982440029,-0.0002637923724053415,0.0008408913254369985,0.001308063857338636,0.0004671725319016375,0.025474705474705477,0.029494109494109497,0.004019404019404021,0.20579980860843525,0.1571167614675856,-0.048683047140849645,52,43,-9,0.10453288840159287,0.12668523462500972,0.16975051975051975,0.24504735504735503,0.05847765519513531,0.061567884634317824,0.532258064516129,3,1,35,38,compas
seed=3,isotonic,0.20811331184837506,0.20896805926465198,-0.0008547474162769186,0.0011452230709241551,0.0015890714178321574,0.00044384834690800227,0.04501732501732502,0.046209286209286216,0.0011919611919611953,0.3604996255687607,0.29598609331867504,-0.06451353225008566,169,153,-16,0.12906241202535118,0.13690998913352367,0.28635481635481635,0.27814044814044814,0.06374077221422318,0.06395784979480909,0.14590747330960854,5,2,44,129,compas
seed=4,isotonic,0.20113354270971112,0.20141199369188248,-0.00027845098217135766,0.0014160377490167232,0.0020117219847317867,0.0005956842357150635,0.03221067221067221,0.04945252945252945,0.017241857241857242,0.11009710577604725,0.17479047130989603,0.06469336553384877,20,54,34,0.14079265603103408,0.15232802053507394,0.27675675675675676,0.30112728112728115,0.07212774717300492,0.07381552631247205,0.1044776119402985,2,3,9,22,compas
seed=5,isotonic,0.20838615707100752,0.20896369638935472,-0.0005775393183471977,0.0012954758779251641,0.0018774975717772546,0.0005820216938520904,0.034455994455994454,0.03805959805959806,0.0036036036036036084,0.14054512271984654,0.13324082766090664,-0.007304295058939897,49,50,1,0.12131398845164884,0.15023753711399737,0.23800646800646802,0.33331254331254334,0.0592984184963924,0.06291650017626113,0.546875,3,2,27,35,compas
seed=6,isotonic,0.20726448383023857,0.20849285900082581,-0.0012283751705872425,0.0014550619103630093,0.002024195802807797,0.0005691338924447879,0.035287595287595286,0.04548856548856549,0.010200970200970202,0.17500495208159222,0.14644141985845363,-0.028563532223138594,97,59,-38,0.13111174786725996,0.1611864797144464,0.2802725802725803,0.3516377916377917,0.06605758403454298,0.07109493617221359,0.43119266055045874,6,3,31,21,compas
seed=7,isotonic,0.21256943170669557,0.21329461623095614,-0.0007251845242605692,0.0017252316918558433,0.0018861867961164963,0.00016095510426065301,0.043076923076923075,0.050893970893970894,0.007817047817047819,0.21507824941931467,0.1524927769595066,-0.06258547245980806,129,63,-66,0.14242534996941983,0.15683138357106327,0.3369276969276969,0.35737121737121735,0.07558326854067013,0.06671931675655192,0.352112676056338,5,3,58,28,compas
seed=8,isotonic,0.2041591887472091,0.2041111759542198,4.801279298929928e-05,0.0016416050283828095,0.0021447703119377966,0.0005031652835549871,0.04352044352044352,0.048205128205128206,0.004684684684684685,0.29166873546932315,0.17901002509046232,-0.11265871037886083,146,86,-60,0.13396782940827576,0.15613250981690527,0.32772695772695776,0.37782397782397786,0.07259815851144448,0.07488313776613671,0.36470588235294116,3,4,101,41,compas
seed=9,isotonic,0.21098304237168286,0.21073598099015523,0.0002470613815276357,0.001196447410750343,0.00177714029097905,0.000580692880228707,0.03212751212751213,0.038225918225918226,0.006098406098406096,0.14216891995910616,0.12719481905084495,-0.014974100908261206,23,22,-1,0.11897501767990525,0.1416018563285135,0.20586509586509585,0.27924924924924927,0.05859955766149757,0.06916882243359145,0.8,2,1,15,22,compas
seed=0,platt,0.15138697021342895,0.14778342434670008,0.003603545866728869,0.0047298404427504655,0.005143264812882156,0.00041342437013169083,0.055999999999999994,0.0562,0.00020000000000000573,0.11613995105838612,0.10487054298359097,-0.01126940807479515,3,3,0,0.24365435544469996,0.23671156491435602,0.5054333333333333,0.45765000000000006,0.13289731823457124,0.11289932376937672,0.5,0,0,0,0,german
seed=1,platt,0.1595453525683669,0.15588318288690498,0.0036621696814619353,0.003995032357600239,0.004494401840478385,0.0004993694828781458,0.076,0.0642,-0.011800000000000005,0.037337464785456555,0.06836462614339296,0.031027161357936407,0,1,1,0.22452306434159064,0.21264306034007024,0.4949666666666667,0.42340000000000005,0.11989824105478494,0.10986932790540081,0.0,0,0,0,0,german
seed=2,platt,0.190700603291938,0.18897172908261953,0.0017288742093184706,0.007885648739390506,0.005936028889869693,-0.0019496198495208127,0.0816,0.06920000000000001,-0.012399999999999994,0.08994892589285827,0.07808404413585879,-0.011864881756999485,3,0,-3,0.294454133928054,0.23942028186756142,0.52615,0.39873333333333333,0.17202613799875963,0.13246373691805938,0.0,0,0,0,0,german
seed=3,platt,0.16446987187208378,0.1630285859548713,0.001441285917212487,0.00423051646735302,0.004020986714008064,-0.00020952975334495583,0.045200000000000004,0.042,-0.0032000000000000015,0.08859574497420546,0.09913499479267084,0.01053924981846538,0,1,1,0.24168160387181645,0.2137398659411324,0.32198333333333334,0.25839999999999996,0.1586786533005279,0.14107164706212041,0.0,0,0,0,0,german
seed=4,platt,0.14669249151312436,0.1473588600259884,-0.0006663685128640295,0.006117686223589822,0.005364723079353431,-0.0007529631442363908,0.0642,0.0616,-0.002599999999999991,0.1587936188120699,0.099120534926455,-0.0596730838856149,6,4,-2,0.2855485041528736,0.2417588681276436,0.5248666666666666,0.40105,0.15844602425966933,0.11143201756812658,0.42857142857142855,1,0,5,0,german
seed=5,platt,0.15495750901400546,0.15350608729820128,0.0014514217158041742,0.00754962722797321,0.007964660757258038,0.0004150335292848273,0.07860000000000002,0.07740000000000001,-0.0012000000000000066,0.12297624069372903,0.1126396018788195,-0.010336638814909538,3,3,0,0.33216039129988373,0.31640870412930977,0.5918833333333333,0.49700000000000005,0.18343651311035686,0.15596743081836958,0.5,0,0,0,0,german
seed=6,platt,0.18817393199047325,0.19514696202575976,-0.006973030035286515,0.005566262778973203,0.005645373339284385,7.911056031118142e-05,0.0656,0.055999999999999994,-0.009600000000000011,0.1459562775068242,0.07206386635370562,-0.07389241115311856,3,1,-2,0.2591644182457313,0.23944207326236744,0.5195666666666667,0.46756666666666663,0.1267421970701159,0.11854238157462625,0.0,0,0,0,0,german
seed=7,platt,0.1570646176457523,0.15775997187948948,-0.0006953542337371776,0.0058140050951471815,0.005599223256245047,-0.00021478183890213422,0.0668,0.065,-0.001799999999999996,0.08006341749051664,0.06613804781675275,-0.013925369673763885,0,0,0,0.2645406362275924,0.23056991081771067,0.52855,0.41756666666666664,0.13549395054591698,0.11136801046355309,1.0,0,0,0,0,german
seed=8,platt,0.17899325041437097,0.17677517505049742,0.002218075363873556,0.000430365004793103,0.000455254921167066,2.4889916373962984e-05,0.006400000000000002,0.0046000000000000025,-0.0017999999999999995,0.05939418861050193,0.09091234545332227,0.03151815684282035,3,6,3,0.07879215303929867,0.07350022503162194,0.057749999999999996,0.04623333333333333,0.06979168700414247,0.0676175238297534,0.5,0,1,0,6,german
seed=9,platt,0.1604697610038921,0.16036242782057336,0.00010733318331873631,0.003913158499026887,0.0030790516490395072,-0.0008341068499873793,0.0524,0.047400000000000005,-0.0049999999999999975,0.1423420147913532,0.09414335716212736,-0.04819865762922583,6,0,-6,0.22437423466278553,0.18795601143493262,0.4659833333333333,0.36405,0.11964295558116005,0.09554748717731791,0.0,1,0,6,0,german
seed=0,isotonic,0.15138697021342895,0.14494049023370686,0.006446479979722086,0.0047298404427504655,0.008698166364066603,0.003968325921316138,0.055999999999999994,0.063,0.007000000000000006,0.11613995105838612,0.1612380056967877,0.04509805463840158,3,11,8,0.24365435544469996,0.32579152786668986,0.5054333333333333,0.5917833333333333,0.13289731823457124,0.14021704408806313,0.2727272727272727,0,1,0,11,german
seed=1,isotonic,0.1595453525683669,0.1539728914732776,0.005572461095089298,0.003995032357600239,0.0076880206354284384,0.003692988277828199,0.076,0.085,0.009000000000000008,0.037337464785456555,0.1334208129773873,0.09608334819193076,0,4,4,0.22452306434159064,0.3079901643387542,0.4949666666666667,0.5948166666666667,0.11989824105478494,0.14376713811291217,0.0,0,0,0,0,german
seed=2,isotonic,0.190700603291938,0.19108515480395968,-0.0003845515120216858,0.007885648739390506,0.00892542729446773,0.0010397785550772237,0.0816,0.09960000000000001,0.018000000000000002,0.08994892589285827,0.07633440458111701,-0.013614521311741262,3,1,-2,0.294454133928054,0.3206144444713545,0.52615,0.5433833333333333,0.17202613799875963,0.1458887635215229,0.3333333333333333,0,0,0,0,german
seed=3,isotonic,0.16446987187208378,0.16851189526046478,-0.004042023388381,0.00423051646735302,0.005572286373808482,0.0013417699064554615,0.045200000000000004,0.0546,0.009399999999999999,0.08859574497420546,0.05964160638274985,-0.028954138591455604,0,0,0,0.24168160387181645,0.2820172750644731,0.32198333333333334,0.3730833333333333,0.1586786533005279,0.16710972219280984,1.0,0,0,0,0,german
seed=4,isotonic,0.14669249151312436,0.14845962339132165,-0.0017671318781972978,0.006117686223589822,0.008650933232764904,0.0025332470091750823,0.0642,0.075,0.010800000000000004,0.1587936188120699,0.15908534729537763,0.0002917284833077183,6,9,3,0.2855485041528736,0.3202433679065104,0.5248666666666666,0.5758333333333333,0.15844602425966933,0.1496561442571581,0.07142857142857142,1,1,5,7,german
seed=5,isotonic,0.15495750901400546,0.15162535656010948,0.0033321524538959812,0.00754962722797321,0.012757726730293881,0.005208099502320671,0.07860000000000002,0.08620000000000001,0.007599999999999996,0.12297624069372903,0.1392893118407772,0.016313071147048164,3,2,-1,0.33216039129988373,0.4016866369789942,0.5918833333333333,0.6507166666666667,0.18343651311035686,0.19069533788680396,0.6666666666666666,0,0,0,0,german
seed=6,isotonic,0.18817393199047325,0.19613369280350806,-0.007959760813034816,0.005566262778973203,0.009675818402605493,0.00410955562363229,0.0656,0.0678,0.0021999999999999936,0.1459562775068242,0.11698620961879816,-0.02897006788802603,3,3,0,0.2591644182457313,0.32958793649553075,0.5195666666666667,0.5931833333333333,0.1267421970701159,0.1456725684962819,0.0,0,0,0,0,german
seed=7,isotonic,0.1570646176457523,0.158211667153099,-0.0011470495073467035,0.0058140050951471815,0.00888243627330192,0.0030684311781547383,0.0668,0.0842,0.0174,0.08006341749051664,0.06145141947523871,-0.01861199801527793,0,0,0,0.2645406362275924,0.3196463261868389,0.52855,0.5805500000000001,0.13549395054591698,0.14324658776620386,1.0,0,0,0,0,german
seed=8,isotonic,0.17899325041437097,0.18353004218550506,-0.0045367917711340855,0.000430365004793103,0.0011288338216530421,0.0006984688168599391,0.006400000000000002,0.018200000000000004,0.011800000000000001,0.05939418861050193,0.032973794950791946,-0.02642039365970998,3,0,-3,0.07879215303929867,0.11323345698344575,0.057749999999999996,0.11246666666666665,0.06979168700414247,0.08869812332529038,0.0,0,0,0,0,german
seed=9,isotonic,0.1604697610038921,0.16142550697380653,-0.0009557459699144344,0.003913158499026887,0.006164066743517349,0.002250908244490463,0.0524,0.06,0.007599999999999996,0.1423420147913532,0.13086633061744654,-0.011475684173906653,6,4,-2,0.22437423466278553,0.26192063725884435,0.4659833333333333,0.4713833333333334,0.11964295558116005,0.11585502972976398,0.42857142857142855,1,0,6,0,german
