dataset,family,pool_type,target_vm,n_models,n_seeds,validation_scheme,n_oos_folds_used,r2_oos_mean,r2_oos_std,rmse_oos_mean,mae_oos_mean,r2_in_sample,n_predictors_raw,top_feature_1,top_feature_1_importance,top_feature_2,top_feature_2_importance,top_feature_3,top_feature_3_importance
compas,RF,full_pool,V_m_HH,500,10,leave_one_seed_out,10,0.383649009480012,0.5067292651883889,0.006709550195472385,0.004221485222363001,0.9487635022814185,6,validation_brier,0.5205514229864523,hp_max_depth,0.3158747902390614,hp_max_features,0.07573262213036522
compas,RF,full_pool,V_m_nonHH,500,10,leave_one_seed_out,10,0.7595750101627472,0.33226469492927013,0.0022604824313035192,0.0017422480929821006,0.9745876907314508,6,validation_brier,0.5696406767633344,hp_max_depth,0.31438523864254847,hp_min_samples_split,0.04852112532029043
compas,kNN,Rashomon,V_m,250,10,leave_one_seed_out,10,0.9274540729513981,0.10700710029857616,0.0027602541957937607,0.0015913978438963708,0.9836210816655048,4,validation_brier,0.8579172446091794,hp_n_neighbors,0.13679697181101025,hp_weights,0.0034721795761863917
compas,kNN,Rashomon,V_m_HH,250,10,leave_one_seed_out,10,0.8412319132079746,0.14280213918231088,0.005640608364971977,0.0034391120073685097,0.9749001692916545,4,validation_brier,0.8546427533221348,hp_n_neighbors,0.1405481326405582,hp_p,0.0034352345461853796
compas,kNN,Rashomon,V_m_nonHH,250,10,leave_one_seed_out,10,0.9338947269354232,0.0984310876298262,0.0025283739516334127,0.0014899624712462222,0.984754242509034,4,validation_brier,0.857029772709007,hp_n_neighbors,0.13747527805158585,hp_weights,0.00364234963173801
compas,kNN,full_pool,V_m,500,10,leave_one_seed_out,10,0.8694493087868675,0.10083502746809708,0.0021158034142377104,0.0017718419230296461,0.9801792170509466,4,hp_n_neighbors,0.5874340730282331,hp_weights,0.3531128280273608,validation_brier,0.05749358016830585
compas,kNN,full_pool,V_m_HH,500,10,leave_one_seed_out,10,-1.0456916416833832,2.1729615174120367,0.0120339713911292,0.009791658890178943,0.7908961328344061,4,validation_brier,0.676209513582804,hp_n_neighbors,0.25640040890607435,hp_weights,0.047142468051216566
compas,kNN,full_pool,V_m_nonHH,500,10,leave_one_seed_out,10,0.8493881933759185,0.14616702494660938,0.002226515025796135,0.001836048166500998,0.9793443999163671,4,hp_n_neighbors,0.5982844043948485,hp_weights,0.32795761228057896,validation_brier,0.07182024837305943
german,GBM,Rashomon,V_m,250,10,leave_one_seed_out,10,0.39000157294322907,0.1444699371943122,0.003376485711330477,0.0023156649486542045,0.8266496465306784,5,validation_brier,0.5044654431334089,hp_learning_rate,0.16394217295231148,hp_max_depth,0.13075396757596502
german,GBM,Rashomon,V_m_HH,150,6,leave_one_seed_out,6,-0.1119581726105931,0.324886000992303,0.01092596061890825,0.008312816571310638,0.7748655345978114,5,validation_brier,0.5983068749940015,hp_learning_rate,0.16226524830804984,hp_n_estimators,0.08482822888234218
german,GBM,Rashomon,V_m_nonHH,250,10,leave_one_seed_out,10,0.38185785416192053,0.1551311003155614,0.003260891703982448,0.0022451316981234037,0.8268326951260714,5,validation_brier,0.4665598475394562,hp_learning_rate,0.17812198381566052,hp_max_depth,0.14140705900428674
german,GBM,full_pool,V_m,500,10,leave_one_seed_out,10,0.780457218879514,0.13059523588418648,0.0047191426999043575,0.003554742150602911,0.9414695500057518,5,validation_brier,0.69329573164816,hp_learning_rate,0.14773292969772633,hp_max_depth,0.07098024756763864
german,GBM,full_pool,V_m_HH,400,8,leave_one_seed_out,8,0.542138041806732,0.223616904571869,0.013711353289777593,0.010144483403567113,0.896767130962601,5,validation_brier,0.59164441404427,hp_learning_rate,0.25453004360737075,hp_n_estimators,0.07332766831903788
german,GBM,full_pool,V_m_nonHH,500,10,leave_one_seed_out,10,0.7811099909582294,0.12387418346554209,0.004557772243763726,0.0034044318220092067,0.9419701436225354,5,validation_brier,0.7094302639885836,hp_learning_rate,0.1325418765779427,hp_n_estimators,0.07089728524453313
german,LogReg,Rashomon,V_m,250,10,leave_one_seed_out,10,0.873702205369384,0.09008053042490956,0.0012901056101165909,0.00076014256337233,0.9550682773886235,3,hp_C,0.816212198800736,hp_l1_ratio,0.10172045071757514,validation_brier,0.08206735048168895
german,LogReg,Rashomon,V_m_HH,150,6,leave_one_seed_out,6,0.5168448565710516,0.2844400306680452,0.004500393838753529,0.002976339145298474,0.9216171189403268,3,hp_C,0.7627452690991405,validation_brier,0.20587536247998645,hp_l1_ratio,0.03137936842087298
german,LogReg,Rashomon,V_m_nonHH,250,10,leave_one_seed_out,10,0.8690143519511876,0.10529096097460874,0.0012626084834354368,0.0007568562537330966,0.9508500796622976,3,hp_C,0.817127958320821,hp_l1_ratio,0.10820998375990132,validation_brier,0.07466205791927767
german,LogReg,full_pool,V_m,500,10,leave_one_seed_out,10,0.4962285810780605,0.4516833234293491,0.0043323676874353085,0.0036473127939012024,0.9164407879243843,3,validation_brier,0.8599565054677342,hp_C,0.12125216204926963,hp_l1_ratio,0.018791332482996227
german,LogReg,full_pool,V_m_HH,400,8,leave_one_seed_out,8,0.2916276541084628,0.3858682087674101,0.01798813052829224,0.015175642339649593,0.9103378346767753,3,validation_brier,0.8999909370271009,hp_C,0.07996820877206376,hp_l1_ratio,0.020040854200835297
german,LogReg,full_pool,V_m_nonHH,500,10,leave_one_seed_out,10,0.49289521828886923,0.43232745001702017,0.0039083372289843155,0.003209371775930313,0.9147522676800603,3,validation_brier,0.8526849852965003,hp_C,0.12865795149835826,hp_l1_ratio,0.018657063205141503
german,MLP,Rashomon,V_m,250,10,leave_one_seed_out,10,-0.4204557103327076,1.0545141947168597,0.007107601609240675,0.005086562794038392,0.6619847585485481,5,validation_brier,0.5079880546630495,hp_learning_rate_init,0.18771996716133874,hp_hidden_layer_sizes,0.16525985331985601
german,MLP,Rashomon,V_m_HH,150,6,leave_one_seed_out,6,-1.2300381623627026,0.7049496342815421,0.01832441227418716,0.014588634873316226,0.5934445383540532,5,validation_brier,0.4799297581562972,hp_hidden_layer_sizes,0.2063127929113495,hp_learning_rate_init,0.1290620525474898
german,MLP,Rashomon,V_m_nonHH,250,10,leave_one_seed_out,10,-0.48480017800102393,1.2444475958940648,0.006966343673493973,0.004972468738840064,0.656753762267821,5,validation_brier,0.5019695745143844,hp_learning_rate_init,0.19161395320457733,hp_hidden_layer_sizes,0.16668973025479145
german,MLP,full_pool,V_m,500,10,leave_one_seed_out,10,0.39760347117203587,0.1995733643912158,0.010758705498475624,0.006882245090797675,0.8210267077953023,5,validation_brier,0.7436467014866947,hp_learning_rate_init,0.13161137291719116,hp_hidden_layer_sizes,0.055316852542615876
german,MLP,full_pool,V_m_HH,400,8,leave_one_seed_out,8,0.09651630023150921,0.18494934099095828,0.02260275640808131,0.016305679541050833,0.7457986909513579,5,validation_brier,0.5828903531502662,hp_learning_rate_init,0.14955347356893647,hp_hidden_layer_sizes,0.1259032487696729
german,MLP,full_pool,V_m_nonHH,500,10,leave_one_seed_out,10,0.3867335726676838,0.22936632994193434,0.01071914690929804,0.006875812721334922,0.8262299905780751,5,validation_brier,0.7577020527166791,hp_learning_rate_init,0.12089798763224333,hp_hidden_layer_sizes,0.05447162286415882
german,RF,Rashomon,V_m,250,10,leave_one_seed_out,10,-0.9264184511993084,2.745855549177494,0.00101136437787641,0.0008315714339428099,0.8919863895995273,6,hp_max_features,0.5180632024727836,validation_brier,0.2406113211455651,hp_n_estimators,0.09134521346704737
german,RF,Rashomon,V_m_HH,150,6,leave_one_seed_out,6,-0.27553950112144737,0.9830977568067495,0.002463539598903989,0.0015154840379299507,0.7476865948213376,6,validation_brier,0.5152351136505983,hp_max_features,0.3645695372207127,hp_max_depth,0.03762845805843117
german,RF,Rashomon,V_m_nonHH,250,10,leave_one_seed_out,10,-0.7825807491664512,2.361546670503697,0.0009515347943359861,0.0007843344433921629,0.9000466174559792,6,hp_max_features,0.527582705668764,validation_brier,0.23146966705443453,hp_n_estimators,0.09376600725366113
german,RF,full_pool,V_m,500,10,leave_one_seed_out,10,0.7208937187520834,0.2254227708945788,0.0008808137871504406,0.0006526750422331437,0.9457626821946875,6,hp_max_features,0.49878495063782025,hp_max_depth,0.30557700356713596,validation_brier,0.07811133960565221
german,RF,full_pool,V_m_HH,400,8,leave_one_seed_out,8,0.5156023450292059,0.5969937609473618,0.0027481206248556973,0.0018201916249288973,0.9298888674192942,6,hp_max_depth,0.3980332849401207,hp_max_features,0.3261858708270037,validation_brier,0.15796474988404488
german,RF,full_pool,V_m_nonHH,500,10,leave_one_seed_out,10,0.7416455308599275,0.1701834399534073,0.0008092546499628792,0.0006164488688329342,0.9457118415026667,6,hp_max_features,0.5202767191105436,hp_max_depth,0.27614026271500247,validation_brier,0.07880538968390821
german,kNN,Rashomon,V_m,250,10,leave_one_seed_out,10,0.8702131343179742,0.07035766003247128,0.0015836524783410869,0.0011228716518129644,0.9645781758086472,4,hp_n_neighbors,0.9424178190111342,validation_brier,0.045635933660265415,hp_p,0.006092550757479541
german,kNN,Rashomon,V_m_HH,150,6,leave_one_seed_out,6,-0.12609618973003953,1.0136324007288098,0.0066431822447895585,0.0044084347398864075,0.8530298616847798,4,hp_n_neighbors,0.785067326867463,validation_brier,0.18109178835366269,hp_weights,0.01881569880026043
german,kNN,Rashomon,V_m_nonHH,250,10,leave_one_seed_out,10,0.8694762989669265,0.06349791530323874,0.0015813900456067872,0.0010578779619516575,0.9532285555019295,4,hp_n_neighbors,0.9379509860944576,validation_brier,0.04859585849141538,hp_p,0.006983296851540981
german,kNN,full_pool,V_m,500,10,leave_one_seed_out,10,0.9705619771818119,0.01845001102682595,0.0016760719568365133,0.0009454320195508793,0.9931833904741182,4,hp_n_neighbors,0.9851896668507761,validation_brier,0.011105204453916188,hp_p,0.0020188912249786656
german,kNN,full_pool,V_m_HH,400,8,leave_one_seed_out,8,0.5394636936474868,0.6012163770260032,0.010131267562485686,0.006043263688007059,0.9345737945425249,4,hp_n_neighbors,0.88596069563703,validation_brier,0.09741989346989402,hp_p,0.010575226461304366
german,kNN,full_pool,V_m_nonHH,500,10,leave_one_seed_out,10,0.956268560012815,0.036693372105678766,0.0018965525131028713,0.0010031818072000136,0.9912207193349221,4,hp_n_neighbors,0.9800085896367122,validation_brier,0.015174248029108528,hp_p,0.002968198472493875
