dataset,family,subset,pool_type,hp,n_seeds,mean_importance,std_importance,mean_rank,importance_type
german,MLP,all,Rashomon,learning_rate_init,10,0.2372557916422983,0.18040558109651064,1.8,V_m
german,MLP,all,Rashomon,activation,10,0.0656707516156678,0.014001547164027508,3.9,decomposition
german,MLP,all,Rashomon,alpha,10,0.09680192514648116,0.0314392394061623,2.9,decomposition
german,MLP,all,Rashomon,hidden_layer_sizes,10,0.16002078089721772,0.041736877894932814,1.7,decomposition
german,MLP,all,Rashomon,learning_rate_init,10,0.19921647737261267,0.11022700016118213,1.5,decomposition
german,MLP,all,full_pool,activation,10,0.029152279512641155,0.023200330019419717,3.3,V_m
german,MLP,all,full_pool,alpha,10,0.04638119562684359,0.047183025151537515,3.3,V_m
german,MLP,all,full_pool,hidden_layer_sizes,10,0.05292023639581471,0.030610072077220465,2.4,V_m
german,MLP,all,full_pool,learning_rate_init,10,0.23353889217681217,0.07677303704217918,1.0,V_m
german,MLP,all,full_pool,activation,10,0.023554158504607372,0.007959647754694548,4.0,decomposition
german,MLP,all,full_pool,alpha,10,0.050477467783815275,0.016982531536485723,2.9,decomposition
german,MLP,all,full_pool,hidden_layer_sizes,10,0.06745372843667405,0.02435104088340169,2.1,decomposition
german,MLP,all,full_pool,learning_rate_init,10,0.4099095226615039,0.05368058195941896,1.0,decomposition
german,MLP,non_HH,Rashomon,activation,10,0.04041734982883085,0.05176231822922297,3.5,V_m
german,MLP,non_HH,Rashomon,alpha,10,0.0983484175308176,0.057045116261561564,2.9,V_m
german,MLP,non_HH,Rashomon,hidden_layer_sizes,10,0.16647017784886373,0.09331745339981772,1.8,V_m
german,MLP,non_HH,Rashomon,learning_rate_init,10,0.2424551979749626,0.18078406831905103,1.8,V_m
german,MLP,non_HH,Rashomon,activation,10,0.06479693054961984,0.013525176363311197,4.0,decomposition
german,MLP,non_HH,Rashomon,alpha,10,0.09657082857067019,0.030701725875592684,2.8,decomposition
german,MLP,non_HH,Rashomon,hidden_layer_sizes,10,0.16003119992881681,0.0420215904410789,1.7,decomposition
german,MLP,non_HH,Rashomon,learning_rate_init,10,0.19784447712488878,0.10877544324491187,1.5,decomposition
german,MLP,non_HH,full_pool,activation,10,0.03030962841017108,0.02341894255093926,3.3,V_m
german,MLP,non_HH,full_pool,alpha,10,0.04671883390485874,0.047257809901149854,3.3,V_m
german,MLP,non_HH,full_pool,hidden_layer_sizes,10,0.0521223851027684,0.03176859475903675,2.4,V_m
german,MLP,non_HH,full_pool,learning_rate_init,10,0.22958398585394352,0.07686667940078136,1.0,V_m
german,MLP,non_HH,full_pool,activation,10,0.023370964213705846,0.008232697041250854,4.0,decomposition
german,MLP,non_HH,full_pool,alpha,10,0.05076969613878907,0.01718437794179391,2.9,decomposition
german,MLP,non_HH,full_pool,hidden_layer_sizes,10,0.06758808775212713,0.024130548864919076,2.1,decomposition
german,MLP,non_HH,full_pool,learning_rate_init,10,0.4093489621503221,0.05481745652121501,1.0,decomposition
german,RF,all,Rashomon,max_depth,10,0.09583350850275385,0.05301335124172511,3.5,V_m
german,RF,all,Rashomon,max_features,10,0.2360167798789501,0.1672335413708719,2.3,V_m
german,RF,all,Rashomon,min_samples_leaf,10,0.12989570485472385,0.10693836365046176,3.5,V_m
german,RF,all,Rashomon,min_samples_split,10,0.10398750239369656,0.07166962992585925,3.7,V_m
german,RF,all,Rashomon,n_estimators,10,0.2900294874498461,0.18183656270041373,2.0,V_m
german,RF,all,Rashomon,max_depth,10,0.15220885001674636,0.07452513553765303,2.7,decomposition
german,RF,all,Rashomon,max_features,10,0.1175173696021707,0.021367073909091965,3.1,decomposition
german,RF,all,Rashomon,min_samples_leaf,10,0.14350422598436616,0.07164773774354559,2.5,decomposition
german,RF,all,Rashomon,min_samples_split,10,0.11729356195319118,0.05244657186027612,3.1,decomposition
german,RF,all,Rashomon,n_estimators,10,0.10141438028948453,0.05836878657410447,3.6,decomposition
german,RF,all,full_pool,max_depth,10,0.11416194532499384,0.05917020577450146,1.8,V_m
german,RF,all,full_pool,max_features,10,0.13607636011577914,0.08191881651250855,2.0,V_m
german,RF,all,full_pool,min_samples_leaf,10,0.040863491316036435,0.030241855289028598,3.7,V_m
german,RF,all,full_pool,min_samples_split,10,0.039569866723929606,0.03205602744286848,3.8,V_m
german,RF,all,full_pool,n_estimators,10,0.05700043966264986,0.0655237241644231,3.7,V_m
german,RF,all,full_pool,max_depth,10,0.17604590857854416,0.06335077340990786,1.2,decomposition
german,RF,all,full_pool,max_features,10,0.10651517538124451,0.05597532893945976,2.3,decomposition
german,RF,all,full_pool,min_samples_leaf,10,0.06813062658221097,0.018105745860583115,3.0,decomposition
german,RF,all,full_pool,min_samples_split,10,0.05574622466432181,0.022253789608559005,4.0,decomposition
german,RF,all,full_pool,n_estimators,10,0.03724223299562336,0.02616285372462108,4.5,decomposition
german,RF,non_HH,Rashomon,max_depth,10,0.09903684758832924,0.05036401433118877,3.3,V_m
german,RF,non_HH,Rashomon,max_features,10,0.22466803369715999,0.16003081364366523,2.4,V_m
german,RF,non_HH,Rashomon,min_samples_leaf,10,0.13189612975416626,0.10933380736267842,3.5,V_m
german,RF,non_HH,Rashomon,min_samples_split,10,0.10244086345801787,0.06941894226238536,3.6,V_m
german,RF,non_HH,Rashomon,n_estimators,10,0.2913013275043316,0.18436755666778745,2.2,V_m
german,RF,non_HH,Rashomon,max_depth,10,0.153081245126421,0.07446007676636635,2.7,decomposition
german,RF,non_HH,Rashomon,max_features,10,0.11475672386185114,0.020592404978407572,3.1,decomposition
german,RF,non_HH,Rashomon,min_samples_leaf,10,0.14235560973829445,0.06984102521519406,2.5,decomposition
german,RF,non_HH,Rashomon,min_samples_split,10,0.11751234126043937,0.05258217208522242,3.1,decomposition
german,RF,non_HH,Rashomon,n_estimators,10,0.10115413797801605,0.05783234369881483,3.6,decomposition
german,RF,non_HH,full_pool,max_depth,10,0.11216359210602556,0.05841114119077535,1.8,V_m
german,RF,non_HH,full_pool,max_features,10,0.13408856708288555,0.08342058411705935,2.0,V_m
german,RF,non_HH,full_pool,min_samples_leaf,10,0.04176229706607819,0.029280837155895054,3.9,V_m
german,RF,non_HH,full_pool,min_samples_split,10,0.03968796598056405,0.03264250470556556,3.8,V_m
german,RF,non_HH,full_pool,n_estimators,10,0.0587720299632864,0.06760086345170842,3.5,V_m
german,RF,non_HH,full_pool,max_depth,10,0.17664818280957267,0.062053774915147214,1.2,decomposition
german,RF,non_HH,full_pool,max_features,10,0.1039884159619078,0.055703364332070474,2.4,decomposition
german,RF,non_HH,full_pool,min_samples_leaf,10,0.06818133044455767,0.01713064084712642,3.0,decomposition
german,RF,non_HH,full_pool,min_samples_split,10,0.0557617263539273,0.022240993192329084,4.0,decomposition
german,RF,non_HH,full_pool,n_estimators,10,0.03728981080325712,0.025847088950182832,4.4,decomposition
german,kNN,all,Rashomon,n_neighbors,10,0.9746838449249864,0.021984416935398335,1.0,V_m
german,kNN,all,Rashomon,p,10,0.03325749891253557,0.032365465883225114,2.3,V_m
german,kNN,all,Rashomon,weights,10,0.014378766163841247,0.01427883513200849,2.7,V_m
german,kNN,all,Rashomon,n_neighbors,10,0.7053505834809213,0.08354746856278285,1.0,decomposition
german,kNN,all,Rashomon,p,10,0.22411101336603445,0.033445189822237174,2.0,decomposition
german,kNN,all,Rashomon,weights,10,0.025832377839856292,0.01715041619433455,3.0,decomposition
german,kNN,all,full_pool,n_neighbors,10,0.9901130771281037,0.006683192652569332,1.0,V_m
german,kNN,all,full_pool,p,10,0.0016259328957451366,0.002002370395796339,2.3,V_m
german,kNN,all,full_pool,weights,10,0.001325935574827982,0.0011631030917117141,2.7,V_m
german,kNN,all,full_pool,n_neighbors,10,0.7294719974896363,0.02057111067609077,1.0,decomposition
german,kNN,all,full_pool,p,10,0.08305175366022718,0.009793896148546621,2.0,decomposition
german,kNN,all,full_pool,weights,10,0.007020267984543393,0.005027856238541829,3.0,decomposition
german,kNN,non_HH,Rashomon,n_neighbors,10,0.9742766609854122,0.021893206431444854,1.0,V_m
german,kNN,non_HH,Rashomon,p,10,0.032966596352606896,0.031859036976984965,2.3,V_m
german,kNN,non_HH,Rashomon,weights,10,0.014442067209152393,0.014064465198997456,2.7,V_m
german,kNN,non_HH,Rashomon,n_neighbors,10,0.7059222143969586,0.0825685658882499,1.0,decomposition
german,kNN,non_HH,Rashomon,p,10,0.2235651846791244,0.035282688620029486,2.0,decomposition
german,kNN,non_HH,Rashomon,weights,10,0.026185864087136086,0.01756509318637335,3.0,decomposition
german,kNN,non_HH,full_pool,n_neighbors,10,0.9905385226864798,0.0067036232700528,1.0,V_m
german,kNN,non_HH,full_pool,p,10,0.0016341811338624918,0.001945951751548652,2.4,V_m
german,kNN,non_HH,full_pool,weights,10,0.0013483577292954807,0.001181786218068261,2.6,V_m
german,kNN,non_HH,full_pool,n_neighbors,10,0.7300994987345621,0.019903957344642773,1.0,decomposition
german,kNN,non_HH,full_pool,p,10,0.08111133613974823,0.009155591415902196,2.0,decomposition
german,kNN,non_HH,full_pool,weights,10,0.0071799381402930474,0.005175716057586442,3.0,decomposition
