dataset,seed,family,pool_type,validation_brier,V_m,V_m_HH,V_m_nonHH,hp_C,hp_activation,hp_alpha,hp_bootstrap,hp_early_stopping,hp_hidden_layer_sizes,hp_l1_ratio,hp_learning_rate,hp_learning_rate_init,hp_max_depth,hp_max_features,hp_max_iter,hp_min_samples_leaf,hp_min_samples_split,hp_n_estimators,hp_n_iter_no_change,hp_n_jobs,hp_n_neighbors,hp_p,hp_penalty,hp_solver,hp_subsample,hp_tol,hp_weights
german,3,GBM,full_pool,0.1572179860019096,0.005185390035044159,0.006127079779901111,0.005146152962341785,,,,,,,,0.05,,4.0,,,,,200.0,,,,,,,0.6,,
german,3,GBM,full_pool,0.1705823897045961,0.027451283293428427,0.04894648968299809,0.026555649693863023,,,,,,,,0.01,,3.0,,,,,100.0,,,,,,,0.6,,
german,3,GBM,full_pool,0.1522546407774173,0.00801263728423155,0.00955477174806968,0.007948381681571625,,,,,,,,0.1,,3.0,,,,,100.0,,,,,,,0.6,,
german,3,GBM,full_pool,0.1475564940794418,0.007147098159589933,0.008551443053491453,0.007088583789010704,,,,,,,,0.2,,2.0,,,,,100.0,,,,,,,1.0,,
german,3,GBM,full_pool,0.1815729818443535,0.024369410366046278,0.026494044722799252,0.024280883934514903,,,,,,,,0.2,,5.0,,,,,100.0,,,,,,,0.8,,
german,3,GBM,full_pool,0.1852192646792973,0.034740798480594186,0.050472523598176534,0.034085309934028245,,,,,,,,0.1,,5.0,,,,,500.0,,,,,,,0.8,,
german,3,GBM,full_pool,0.1793183027238304,0.02283874844559966,0.038837956817247006,0.022172114763447687,,,,,,,,0.2,,4.0,,,,,200.0,,,,,,,1.0,,
german,3,GBM,full_pool,0.177312285425695,0.035670683489021734,0.042868823934384376,0.03537076097046496,,,,,,,,0.1,,5.0,,,,,500.0,,,,,,,1.0,,
german,3,GBM,full_pool,0.1571659614658671,0.013507853325928432,0.016714796819828723,0.01337423068034925,,,,,,,,0.1,,2.0,,,,,500.0,,,,,,,0.6,,
german,3,GBM,full_pool,0.1658891885378804,0.02194837498728484,0.021929951295722012,0.021949142641099956,,,,,,,,0.05,,5.0,,,,,500.0,,,,,,,1.0,,
german,3,GBM,full_pool,0.1541002978871916,0.011324988364853836,0.014697021665738485,0.011184486977316976,,,,,,,,0.01,,2.0,,,,,500.0,,,,,,,0.8,,
german,3,GBM,full_pool,0.1509677399610731,0.0051061065408254565,0.00914954243816275,0.004937630045103072,,,,,,,,0.05,,3.0,,,,,200.0,,,,,,,1.0,,
german,3,GBM,full_pool,0.1474565529766829,0.007168948085502851,0.00979729887465719,0.007059433469288087,,,,,,,,0.1,,2.0,,,,,100.0,,,,,,,0.8,,
german,3,GBM,full_pool,0.1442895693587571,0.011941974361055437,0.01952927664221713,0.011625836766007031,,,,,,,,0.1,,5.0,,,,,100.0,,,,,,,1.0,,
german,3,GBM,full_pool,0.1482765140500451,0.006460122305969294,0.0067792601171008165,0.0064468248971721485,,,,,,,,0.1,,2.0,,,,,200.0,,,,,,,0.8,,
german,3,GBM,full_pool,0.1839707233724427,0.03896555753849287,0.026684236346521478,0.03947727925482501,,,,,,,,0.2,,3.0,,,,,500.0,,,,,,,0.6,,
german,3,GBM,full_pool,0.1501195354357966,0.004020304796154747,0.0062807118073676445,0.003926121170687539,,,,,,,,0.05,,3.0,,,,,200.0,,,,,,,0.6,,
german,3,GBM,full_pool,0.1449049718540837,0.005026588197295464,0.00814201350508329,0.004896778809470971,,,,,,,,0.01,,3.0,,,,,500.0,,,,,,,0.8,,
german,3,GBM,full_pool,0.1484399250165967,0.006603207580170004,0.009327055161216832,0.006489713930959721,,,,,,,,0.05,,2.0,,,,,200.0,,,,,,,0.8,,
german,3,GBM,full_pool,0.1776808015806971,0.03557676011503167,0.060857369275305925,0.03452340140002025,,,,,,,,0.01,,2.0,,,,,100.0,,,,,,,1.0,,
german,3,GBM,full_pool,0.1660948557812987,0.0240811928043312,0.030326643277902826,0.023820965701265722,,,,,,,,0.01,,2.0,,,,,200.0,,,,,,,0.8,,
german,3,GBM,full_pool,0.1505045442698798,0.006379838740308048,0.01017403521985286,0.006221747220327013,,,,,,,,0.05,,2.0,,,,,200.0,,,,,,,0.6,,
german,3,GBM,full_pool,0.1456368888303277,0.005270732676081298,0.009319439593139403,0.005102036554537212,,,,,,,,0.05,,3.0,,,,,100.0,,,,,,,0.8,,
german,3,GBM,full_pool,0.1473402328758694,0.007665913643014762,0.005278395219420619,0.007765393577331188,,,,,,,,0.1,,2.0,,,,,100.0,,,,,,,0.6,,
german,3,GBM,full_pool,0.171538446882585,0.033840304016870285,0.05424426608751533,0.03299013893059341,,,,,,,,0.2,,3.0,,,,,500.0,,,,,,,0.8,,
german,3,GBM,full_pool,0.1497739866120145,0.003995994967559003,0.009362305705770893,0.0037723986868001733,,,,,,,,0.05,,4.0,,,,,200.0,,,,,,,0.8,,
german,3,GBM,full_pool,0.1978491261545669,0.051559316336359406,0.05369571606031301,0.051470299681194674,,,,,,,,0.2,,5.0,,,,,500.0,,,,,,,0.6,,
german,3,GBM,full_pool,0.1490980458679261,0.0020694409014585303,0.0014050134677595519,0.0020971253778626544,,,,,,,,0.01,,5.0,,,,,500.0,,,,,,,0.8,,
german,3,GBM,full_pool,0.1656487287629229,0.01841832972524818,0.008320756490752397,0.018839061943352175,,,,,,,,0.2,,3.0,,,,,100.0,,,,,,,0.6,,
german,3,GBM,full_pool,0.1650192097756356,0.022766622197675588,0.04958533622879451,0.021649175779712298,,,,,,,,0.01,,4.0,,,,,100.0,,,,,,,0.6,,
german,3,GBM,full_pool,0.1744023668212623,0.022449174887917537,0.009870043918030022,0.022973305344996187,,,,,,,,0.2,,2.0,,,,,200.0,,,,,,,0.6,,
german,3,GBM,full_pool,0.1568290401254419,0.009167649549322485,0.017806368432537918,0.008807702929188508,,,,,,,,0.1,,3.0,,,,,200.0,,,,,,,1.0,,
german,3,GBM,full_pool,0.1691096193738115,0.026439833302774673,0.03353132717937984,0.02614435439124946,,,,,,,,0.01,,2.0,,,,,200.0,,,,,,,1.0,,
german,3,GBM,full_pool,0.1535314777503474,0.01029650206064335,0.010580132070039328,0.010284684143585186,,,,,,,,0.1,,2.0,,,,,500.0,,,,,,,1.0,,
german,3,GBM,full_pool,0.1635507461688614,0.019970161954254054,0.0456410548184958,0.018900541418243984,,,,,,,,0.01,,5.0,,,,,100.0,,,,,,,0.6,,
german,3,GBM,full_pool,0.1631340706956284,0.019873391773204796,0.029576765795074098,0.01946908452229357,,,,,,,,0.05,,5.0,,,,,500.0,,,,,,,0.6,,
german,3,GBM,full_pool,0.1624218497967821,0.01696943399631834,0.02074545565715656,0.01681209976045008,,,,,,,,0.05,,5.0,,,,,500.0,,,,,,,0.8,,
german,3,GBM,full_pool,0.1524409183549033,0.008471275476868663,0.01071076826694312,0.008377963277282229,,,,,,,,0.01,,5.0,,,,,200.0,,,,,,,0.8,,
german,3,GBM,full_pool,0.1659669064700514,0.025585277670813575,0.05412621305340738,0.02439607202987217,,,,,,,,0.01,,4.0,,,,,100.0,,,,,,,1.0,,
german,3,GBM,full_pool,0.1688430034323706,0.028573935500366597,0.05515280680550243,0.02746648252931928,,,,,,,,0.01,,3.0,,,,,100.0,,,,,,,0.8,,
german,3,GBM,full_pool,0.1537024419358659,0.008249986615806665,0.011582299672926209,0.008111140238426686,,,,,,,,0.2,,2.0,,,,,200.0,,,,,,,1.0,,
german,3,GBM,full_pool,0.1633232319063004,0.023660764604710605,0.0784224469067435,0.021379027842125902,,,,,,,,0.01,,5.0,,,,,100.0,,,,,,,1.0,,
german,3,GBM,full_pool,0.1491232268058933,0.0074139803180299,0.010926994307745318,0.007267604735125092,,,,,,,,0.05,,3.0,,,,,100.0,,,,,,,1.0,,
german,3,GBM,full_pool,0.1712759201937493,0.017240079478082114,0.03655011729434439,0.016435494569071184,,,,,,,,0.1,,3.0,,,,,500.0,,,,,,,0.8,,
german,3,GBM,full_pool,0.1873006570781098,0.03354325654676082,0.04688224981080985,0.03298746516075877,,,,,,,,0.2,,3.0,,,,,500.0,,,,,,,1.0,,
german,3,GBM,full_pool,0.1472657949798011,0.010568639201196878,0.01602981917754678,0.010341090035515635,,,,,,,,0.05,,2.0,,,,,100.0,,,,,,,0.6,,
german,3,LogReg,full_pool,0.145056880996238,0.012232852905300651,0.028007954779385072,0.011575556993880456,29763.51441631313,,,,,,0.75,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,
german,3,LogReg,full_pool,0.1449838246778116,0.01211919363290916,0.02792369637722644,0.011460672685229262,69.51927961775606,,,,,,0.5,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,
german,3,LogReg,full_pool,0.2101027858694755,0.029982902263495887,0.07738469264623346,0.02800782766421517,3.359818286283781e-05,,,,,,0.25,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,
german,3,LogReg,full_pool,0.1449877955593732,0.011818030476054363,0.027649657692398768,0.011158379342040003,20.6913808111479,,,,,,1.0,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,
german,3,LogReg,full_pool,0.1450579819925798,0.01223268470937589,0.02800734360049388,0.011575407255579295,100000.0,,,,,,0.25,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,
german,3,LogReg,full_pool,0.1450566159352794,0.012230204564236775,0.0280059429821062,0.011572882130158871,2636.6508987303555,,,,,,0.75,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,
german,3,LogReg,full_pool,0.1450566943188654,0.01223227994531886,0.02800773153913904,0.011574969462243007,100000.0,,,,,,0.75,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,
german,3,LogReg,full_pool,0.1479805197004846,0.003932874589295855,0.008224621944083143,0.0037540517828463823,0.1623776739188721,,,,,,0.5,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,
german,3,LogReg,full_pool,0.1831935535029628,0.016442236777613056,0.029946304890928102,0.01587956727289161,0.004281332398719391,,,,,,0.0,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,
german,3,LogReg,full_pool,0.2061311962596181,0.028199715030413665,0.07359514469238629,0.026308238794498156,0.000379269019073225,,,,,,0.0,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,
german,3,LogReg,full_pool,0.145051140821551,0.012223096846002961,0.02800084314002112,0.01156569075041886,784.7599703514607,,,,,,0.5,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,
german,3,LogReg,full_pool,0.2102013041849561,0.031026991843719792,0.0898926754436107,0.028574255027057682,3.359818286283781e-05,,,,,,1.0,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,
german,3,LogReg,full_pool,0.1450306920187347,0.012199281145877443,0.02797986197413093,0.011541756944700207,233.57214690901213,,,,,,0.25,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,
german,3,LogReg,full_pool,0.1450557406025983,0.01223246532806615,0.028007776113270315,0.011575160712015968,100000.0,,,,,,0.5,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,
german,3,LogReg,full_pool,0.2100001421518815,0.03025968049241323,0.08226149716743819,0.028092938130953867,0.01438449888287663,,,,,,1.0,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,
german,3,LogReg,full_pool,0.1450469746012255,0.01222298475093358,0.027999071484248194,0.01156564780371213,784.7599703514607,,,,,,0.0,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,
german,3,LogReg,full_pool,0.1450534954220264,0.012229445943686728,0.028005919849697747,0.011572092864269592,2636.6508987303555,,,,,,0.5,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,
german,3,LogReg,full_pool,0.2100089375878503,0.030399336057971845,0.08398767149465494,0.028166488748110063,0.0012742749857031334,,,,,,0.75,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,
german,3,LogReg,full_pool,0.1451426433657529,0.010992198161507458,0.02689137897932973,0.010329732294098186,6.1584821106602545,,,,,,1.0,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,
german,3,LogReg,full_pool,0.141326048259991,0.006891585625469912,0.021997478581691012,0.006262173418960692,0.5455594781168515,,,,,,0.0,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,
german,3,LogReg,full_pool,0.1450369734592799,0.012197888535079105,0.027983985703726663,0.011540134486385448,233.57214690901213,,,,,,0.75,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,
german,3,LogReg,full_pool,0.2104455093792663,0.031540135535566706,0.09366636895618252,0.02895154247637439,0.00011288378916846884,,,,,,0.5,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,
german,3,LogReg,full_pool,0.2100033522662889,0.030348713611656572,0.08339102908322703,0.02813861713367449,3.359818286283781e-05,,,,,,0.75,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,
german,3,LogReg,full_pool,0.2106652238507537,0.03194194975248362,0.09627591950595188,0.029261367679422456,1e-05,,,,,,1.0,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,
german,3,LogReg,full_pool,0.1450510905691056,0.012221959235089373,0.028002234011628095,0.011564447786066917,784.7599703514607,,,,,,1.0,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,
german,3,LogReg,full_pool,0.1450565334344782,0.012232176307490277,0.028007388560835726,0.011574875796934206,8858.667904100832,,,,,,0.25,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,
german,3,LogReg,full_pool,0.2105593709111228,0.031752879633313184,0.09507794302969914,0.029114335325130452,0.000379269019073225,,,,,,0.5,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,
german,3,LogReg,full_pool,0.1449591922406843,0.012124410597852502,0.027906747170470945,0.011466813240660054,69.51927961775606,,,,,,0.0,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,
german,3,LogReg,full_pool,0.1437646921273142,0.005801307142991148,0.019870371292545964,0.005215096136759692,0.5455594781168515,,,,,,0.5,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,
german,3,LogReg,full_pool,0.1429353420774863,0.009598241004038765,0.025414406953424857,0.008939234089481001,1.8329807108324339,,,,,,0.0,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,
german,3,LogReg,full_pool,0.1630838127680154,0.007535207734285787,0.009301071308730799,0.007461630085350584,0.01438449888287663,,,,,,0.0,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,
german,3,LogReg,full_pool,0.2096362866246908,0.030077899460510694,0.08160485215548896,0.027930943098219946,3.359818286283781e-05,,,,,,0.0,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,
german,3,LogReg,full_pool,0.2104494664893504,0.03154772822008663,0.09371803852699195,0.028957298623965583,0.00011288378916846884,,,,,,0.75,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,
german,3,LogReg,full_pool,0.1864867990480957,0.01940747593360394,0.03860546677673157,0.01860755964847363,0.01438449888287663,,,,,,0.25,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,
german,3,LogReg,full_pool,0.1450573071617207,0.012231973148804802,0.028007351256116936,0.011574665727666786,8858.667904100832,,,,,,0.75,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,
german,3,LogReg,full_pool,0.2100456623084693,0.03005719611989777,0.07905226169638681,0.028015735054210747,0.00011288378916846884,,,,,,0.25,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,
german,3,LogReg,full_pool,0.1448466334610763,0.011044568939727294,0.02692710449822704,0.010382796624789794,6.1584821106602545,,,,,,0.75,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,
german,3,LogReg,full_pool,0.1450565418478482,0.01223199331327514,0.02800730654744038,0.011574688595184913,8858.667904100832,,,,,,0.0,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,
german,3,LogReg,full_pool,0.2004741583102495,0.025956592810952715,0.06251549440552498,0.024433305244512222,0.01438449888287663,,,,,,0.5,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,
german,3,LogReg,full_pool,0.1414526308158691,0.004084198905672236,0.016177939324812034,0.0035802930548747398,0.1623776739188721,,,,,,0.0,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,
german,3,LogReg,full_pool,0.2102479039898324,0.031134104325086464,0.09073342999663808,0.028650799088771828,0.000379269019073225,,,,,,0.25,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,
german,3,LogReg,full_pool,0.2100156865508767,0.030135930575261836,0.08044897430888945,0.028039553753027368,0.004281332398719391,,,,,,0.5,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,
german,3,LogReg,full_pool,0.1477057781883789,0.003329175414770678,0.008946293544100765,0.003095128826048591,0.04832930238571752,,,,,,0.0,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,
german,3,LogReg,full_pool,0.1566269237114116,0.00580090401263178,0.00516780592574811,0.00582728309958527,0.04832930238571752,,,,,,0.25,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,
german,3,LogReg,full_pool,0.1450570085407065,0.012232673910544048,0.028007756639180467,0.011575378796850852,29763.51441631313,,,,,,0.5,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,
german,3,LogReg,full_pool,0.1450572473043887,0.012232814131748357,0.028008036424721605,0.011575513202874463,29763.51441631313,,,,,,0.0,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,
german,3,LogReg,full_pool,0.1450526079617967,0.01222260988283583,0.02800098897721181,0.011565177420570153,784.7599703514607,,,,,,0.75,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,
german,3,LogReg,full_pool,0.145050028106356,0.012222910697353087,0.027999336843015123,0.011565559607950492,784.7599703514607,,,,,,0.25,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,
german,3,LogReg,full_pool,0.1450055490307212,0.012120277558401813,0.02793304770602314,0.011461412135584248,69.51927961775606,,,,,,0.75,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,
german,3,LogReg,full_pool,0.1425561334589179,0.006267339869852551,0.02089900792105885,0.0056576870343856165,0.5455594781168515,,,,,,0.25,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,
german,3,MLP,full_pool,0.2083713021809293,0.019747795660276464,0.036570718191198746,0.01904684055482137,,relu,0.001,,True,"[100, 50]",,,0.001,,,1000.0,,,,10.0,,,,,adam,,,
german,3,MLP,full_pool,0.1594285966174645,0.006854219642059615,0.007133640474277902,0.006842577107383855,,tanh,0.001,,True,"[200, 100]",,,0.001,,,1000.0,,,,10.0,,,,,adam,,,
german,3,MLP,full_pool,0.2335204035113339,0.029697550163266674,0.007661738246733826,0.030615708993122204,,relu,0.01,,True,[200],,,0.0001,,,1000.0,,,,10.0,,,,,adam,,,
german,3,MLP,full_pool,0.1596832290809477,0.013684475193324224,0.0036860100545369635,0.014101077907440362,,relu,1e-05,,True,"[200, 100]",,,0.01,,,1000.0,,,,10.0,,,,,adam,,,
german,3,MLP,full_pool,0.2016995616799199,0.03037535401260092,0.028604549457511806,0.030449137535729632,,tanh,0.0001,,True,[100],,,0.01,,,1000.0,,,,10.0,,,,,adam,,,
german,3,MLP,full_pool,0.2459481175132105,0.031727336302007234,0.01893341817462712,0.0322604162239814,,tanh,0.001,,True,"[100, 50]",,,0.0001,,,1000.0,,,,10.0,,,,,adam,,,
german,3,MLP,full_pool,0.2110261762442497,0.015848582478245946,0.056720517924060646,0.014145585168003667,,relu,0.001,,True,"[100, 50]",,,0.0001,,,1000.0,,,,10.0,,,,,adam,,,
german,3,MLP,full_pool,0.1457523545015147,0.009308297876068761,0.01816357612824198,0.00893932794889488,,tanh,0.001,,True,[200],,,0.001,,,1000.0,,,,10.0,,,,,adam,,,
german,3,MLP,full_pool,0.2100240909832392,0.015652713082322012,0.030086812138383066,0.015051292288319466,,relu,0.0001,,True,"[200, 100]",,,0.0001,,,1000.0,,,,10.0,,,,,adam,,,
german,3,MLP,full_pool,0.1553536022616756,0.03343286128852994,0.07533563301601795,0.03168691246655128,,tanh,0.0001,,True,"[200, 100]",,,0.01,,,1000.0,,,,10.0,,,,,adam,,,
german,3,MLP,full_pool,0.2208733097427814,0.023163634748108154,0.008822242716215902,0.02376119274943699,,relu,0.01,,True,[100],,,0.0001,,,1000.0,,,,10.0,,,,,adam,,,
german,3,MLP,full_pool,0.2035287750964721,0.013905757811405689,0.02792669722638083,0.013321552002448389,,tanh,1e-05,,True,"[100, 50]",,,0.0001,,,1000.0,,,,10.0,,,,,adam,,,
german,3,MLP,full_pool,0.1543556970987435,0.018985338762443887,0.02660194579654588,0.01866798013602297,,tanh,0.001,,True,[200],,,0.01,,,1000.0,,,,10.0,,,,,adam,,,
german,3,MLP,full_pool,0.1853928088209646,0.020043361626928685,0.013600083455935531,0.020311831550720066,,relu,0.01,,True,[100],,,0.01,,,1000.0,,,,10.0,,,,,adam,,,
german,3,MLP,full_pool,0.1575351207977984,0.015331138921512007,0.002875512073409953,0.015850123373516264,,relu,0.0001,,True,"[200, 100]",,,0.01,,,1000.0,,,,10.0,,,,,adam,,,
german,3,MLP,full_pool,0.2342067106947628,0.025786330186408957,0.08805427270264363,0.023191832581565847,,relu,0.001,,True,[50],,,0.0001,,,1000.0,,,,10.0,,,,,adam,,,
german,3,MLP,full_pool,0.1464492266153878,0.011840131458293853,0.027807017489399816,0.011174844540331108,,tanh,1e-05,,True,[200],,,0.001,,,1000.0,,,,10.0,,,,,adam,,,
german,3,MLP,full_pool,0.1481181880146032,0.012837741792637237,0.013623763226311245,0.012804990899567487,,relu,1e-05,,True,"[100, 50]",,,0.001,,,1000.0,,,,10.0,,,,,adam,,,
german,3,MLP,full_pool,0.1683679256880686,0.003735788316882486,0.0021468563547643936,0.003801993815304074,,tanh,0.0001,,True,[100],,,0.001,,,1000.0,,,,10.0,,,,,adam,,,
german,3,MLP,full_pool,0.2032599006885732,0.011327187398794071,0.021445604048687464,0.010905586705048513,,relu,0.001,,True,[200],,,0.001,,,1000.0,,,,10.0,,,,,adam,,,
german,3,MLP,full_pool,0.1940801153283085,0.010818405030540483,0.013647449876934715,0.01070052816194072,,relu,0.01,,True,[100],,,0.001,,,1000.0,,,,10.0,,,,,adam,,,
german,3,MLP,full_pool,0.1677359347225079,0.018749594501211497,0.05463344641974314,0.017254434004606013,,tanh,0.001,,True,"[100, 50]",,,0.01,,,1000.0,,,,10.0,,,,,adam,,,
german,3,MLP,full_pool,0.1665923047102193,0.005342070826985361,0.013355196406218963,0.005008190594517294,,relu,0.001,,True,[50],,,0.001,,,1000.0,,,,10.0,,,,,adam,,,
german,3,MLP,full_pool,0.1699270252516153,0.00398921459456192,0.005993542498357867,0.003905700931903757,,tanh,0.01,,True,[200],,,0.001,,,1000.0,,,,10.0,,,,,adam,,,
german,3,MLP,full_pool,0.1529772075952777,0.013337327268104392,0.0456776069035896,0.011989815616625843,,relu,1e-05,,True,[50],,,0.01,,,1000.0,,,,10.0,,,,,adam,,,
german,3,MLP,full_pool,0.1694922513439715,0.004247735664300385,0.011919361064940619,0.003928084605940374,,relu,0.0001,,True,[100],,,0.01,,,1000.0,,,,10.0,,,,,adam,,,
german,3,MLP,full_pool,0.2135446862644335,0.014603370258431952,0.016677988288377386,0.014516927840517557,,tanh,1e-05,,True,"[200, 100]",,,0.0001,,,1000.0,,,,10.0,,,,,adam,,,
german,3,MLP,full_pool,0.1685488712430813,0.023671314013153304,0.03517468253392685,0.02319200699145441,,tanh,0.01,,True,"[100, 50]",,,0.01,,,1000.0,,,,10.0,,,,,adam,,,
german,3,MLP,full_pool,0.2156022614970999,0.018853251243966723,0.05475389785762425,0.017357390968397658,,tanh,0.001,,True,"[100, 50]",,,0.001,,,1000.0,,,,10.0,,,,,adam,,,
german,3,MLP,full_pool,0.1409218393775994,0.030156546591479597,0.05841365227887682,0.02897916718783805,,relu,0.001,,True,[50],,,0.01,,,1000.0,,,,10.0,,,,,adam,,,
german,3,MLP,full_pool,0.2110633504137973,0.017897050892650878,0.022612604601996183,0.01770056948809482,,tanh,0.001,,True,"[200, 100]",,,0.0001,,,1000.0,,,,10.0,,,,,adam,,,
german,3,MLP,full_pool,0.2167963468704042,0.021621485271292987,0.011457269789224872,0.022044994249712485,,tanh,0.001,,True,[200],,,0.0001,,,1000.0,,,,10.0,,,,,adam,,,
german,3,MLP,full_pool,0.2196930264827011,0.018123746626234682,0.016203131884084492,0.018203772240490936,,tanh,0.01,,True,[100],,,0.0001,,,1000.0,,,,10.0,,,,,adam,,,
german,3,MLP,full_pool,0.1583158179559744,0.019002513956477594,0.08350051674043193,0.01631509717381283,,tanh,0.001,,True,[50],,,0.01,,,1000.0,,,,10.0,,,,,adam,,,
german,3,MLP,full_pool,0.1697207053568707,0.01129873954783547,0.008673524452721954,0.011408123510131868,,tanh,0.001,,True,[100],,,0.01,,,1000.0,,,,10.0,,,,,adam,,,
german,3,MLP,full_pool,0.1630328226910632,0.004288946248420842,0.006524306034890223,0.004195806257317952,,tanh,1e-05,,True,[50],,,0.001,,,1000.0,,,,10.0,,,,,adam,,,
german,3,MLP,full_pool,0.1644902014850385,0.0026667612605847492,0.004533239333200781,0.002588991340892415,,relu,1e-05,,True,[200],,,0.001,,,1000.0,,,,10.0,,,,,adam,,,
german,3,MLP,full_pool,0.2129073302778139,0.016451038127258143,0.020563511960778838,0.016279685050861442,,relu,1e-05,,True,"[200, 100]",,,0.0001,,,1000.0,,,,10.0,,,,,adam,,,
german,3,MLP,full_pool,0.1374247185150537,0.018825430259745216,0.04844597319798237,0.017591240970652008,,tanh,0.0001,,True,"[100, 50]",,,0.001,,,1000.0,,,,10.0,,,,,adam,,,
german,3,MLP,full_pool,0.1661657016786548,0.0051515172663889365,0.008029749537993177,0.005031590921738758,,tanh,0.01,,True,[50],,,0.001,,,1000.0,,,,10.0,,,,,adam,,,
german,3,MLP,full_pool,0.2254577726908733,0.02294831946801871,0.07066930011256717,0.020959945274495854,,relu,0.0001,,True,"[100, 50]",,,0.0001,,,1000.0,,,,10.0,,,,,adam,,,
german,3,MLP,full_pool,0.1384567854693139,0.02836076224336288,0.055921846716887914,0.027212383723632678,,relu,0.001,,True,"[100, 50]",,,0.01,,,1000.0,,,,10.0,,,,,adam,,,
german,3,MLP,full_pool,0.1465458018085212,0.011711307299000188,0.025745387011853034,0.011126553977631326,,relu,0.01,,True,[200],,,0.001,,,1000.0,,,,10.0,,,,,adam,,,
german,3,MLP,full_pool,0.141789803535853,0.02332547341988581,0.04459978165718238,0.022439043909998457,,relu,0.0001,,True,"[200, 100]",,,0.001,,,1000.0,,,,10.0,,,,,adam,,,
german,3,MLP,full_pool,0.1421054939045437,0.02075009363023656,0.03234714285231802,0.020266883245983174,,relu,1e-05,,True,[100],,,0.01,,,1000.0,,,,10.0,,,,,adam,,,
german,3,MLP,full_pool,0.2735691202252432,0.06216443191967436,0.013265326878193187,0.06420189462973608,,relu,1e-05,,True,[50],,,0.0001,,,1000.0,,,,10.0,,,,,adam,,,
german,3,MLP,full_pool,0.1488083157229341,0.05432719736067941,0.0937100729320074,0.052686244211874095,,relu,0.01,,True,"[200, 100]",,,0.01,,,1000.0,,,,10.0,,,,,adam,,,
german,3,MLP,full_pool,0.2168811875021374,0.02505821331938555,0.015934184824918932,0.025438381173321655,,relu,0.01,,True,[50],,,0.0001,,,1000.0,,,,10.0,,,,,adam,,,
german,3,MLP,full_pool,0.1454997462919328,0.03628349537399453,0.0551433379146872,0.03549766860146567,,tanh,1e-05,,True,[100],,,0.01,,,1000.0,,,,10.0,,,,,adam,,,
german,3,MLP,full_pool,0.1513431821310296,0.012878507469621494,0.05034081888244292,0.011317577827420601,,relu,0.0001,,True,[50],,,0.01,,,1000.0,,,,10.0,,,,,adam,,,
