rule,frequency,label
num__priors_count <= 1.256 AND num__age <= 2.395 AND cat__race_Other > 0.5 AND cat__sex_Female > 0.5,0.02,HH
num__priors_count <= 1.256 AND num__age > 2.395 AND num__age <= 2.728,0.02,HH
num__priors_count <= 1.256 AND num__age > 2.395 AND num__age > 2.728,0.02,HH
num__priors_count > 1.256 AND num__age > -0.108 AND num__age <= 0.8097 AND num__priors_count > 3.326,0.02,HH
num__priors_count > 1.256 AND num__age > -0.108 AND num__age > 0.8097 AND num__age <= 1.394,0.02,HH
num__priors_count > 1.256 AND num__age > -0.108 AND num__age > 0.8097 AND num__age > 1.394,0.02,HH
num__priors_count <= 0.8414 AND num__age <= 2.77 AND num__age <= -1.026 AND cat__c_charge_degree_F <= 0.5,0.02,HH
num__priors_count <= 0.8414 AND num__age > 2.77 AND cat__c_charge_degree_M <= 0.5,0.02,HH
num__priors_count <= 0.8414 AND num__age > 2.77 AND cat__c_charge_degree_M > 0.5,0.02,HH
num__priors_count > 0.8414 AND num__age <= 0.2257 AND num__priors_count > 3.741,0.02,HH
num__priors_count > 0.8414 AND num__age > 0.2257 AND num__age > 0.9766 AND num__priors_count <= 1.67,0.02,HH
num__priors_count > 0.8414 AND num__age > 0.2257 AND num__age > 0.9766 AND num__priors_count > 1.67,0.02,HH
